Race	Gender	Year	Hispanic Origin	AA_rate	Deaths	Population	Crude Rate
Black or African American	F	2000	Not Hispanic or Latino	191.001345718055	18962	12088556	156.85909880386
Black or African American	F	2001	Not Hispanic or Latino	182.462808240977	18607	12335052	150.846546897411
Black or African American	F	2002	Not Hispanic or Latino	174.997191294238	18224	12526219	145.486838446621
Black or African American	F	2003	Not Hispanic or Latino	164.386484290677	17525	12705685	137.930383131645
Black or African American	F	2004	Not Hispanic or Latino	153.94527816447	16763	12891647	130.029933335903
Black or African American	F	2005	Not Hispanic or Latino	146.678945317392	16325	13080937	124.799928323177
Black or African American	F	2006	Not Hispanic or Latino	135.986860462977	15489	13279693	116.636732490729
Black or African American	F	2007	Not Hispanic or Latino	127.202807303308	14811	13477307	109.895841951215
Black or African American	F	2008	Not Hispanic or Latino	121.272612343588	14509	13681660	106.047073235265
Black or African American	F	2009	Not Hispanic or Latino	114.525011337661	13956	13896876	100.425448136689
Black or African American	F	2010	Not Hispanic or Latino	108.504827909793	13510	14072907	96.0000659423103
Black or African American	F	2011	Not Hispanic or Latino	103.442888474168	13315	14366479	92.6810250444803
Black or African American	F	2012	Not Hispanic or Latino	98.2372635225296	13024	14609655	89.1465267318085
Black or African American	F	2013	Not Hispanic or Latino	97.2412048595676	13277	14840618	89.463929332323
Black or African American	F	2014	Not Hispanic or Latino	93.2902166320152	13136	15103320	86.9742546671858
Black or African American	F	2015	Not Hispanic or Latino	90.8342516734552	13251	15328437	86.4471700539331
Black or African American	F	2016	Not Hispanic or Latino	91.7562037974858	13813	15503005	89.0988553509465
Black or African American	F	2017	Not Hispanic or Latino	86.8798917412888	13519	15736275	85.9097848760269
Black or African American	F	2018	Not Hispanic or Latino	86.0130289350157	13809	15895642	86.8728674186296
Black or African American	F	2019	Not Hispanic or Latino	82.5457479507743	13662	16069891	85.0161335879627
Black or African American	F	2020	Not Hispanic or Latino	92.7390669846446	15787	16246943	97.1690489712434
Black or African American	F	2021	Not Hispanic or Latino	89.5281823919816	15390	16354341	94.1034554678785
Black or African American	F	2022	Not Hispanic or Latino	82.5815405613598	14571	16490786	88.3584323997655
Black or African American	M	2000	Not Hispanic or Latino	315.862550237478	21952	10305707	213.008190510365
Black or African American	M	2001	Not Hispanic or Latino	306.243419925854	21997	10534967	208.799894674563
Black or African American	M	2002	Not Hispanic or Latino	293.631635995115	21719	10712463	202.74515767289
Black or African American	M	2003	Not Hispanic or Latino	288.637061507053	21901	10870424	201.473281998936
Black or African American	M	2004	Not Hispanic or Latino	262.601624382502	20636	11064474	186.506832588698
Black or African American	M	2005	Not Hispanic or Latino	254.858655226382	20640	11251257	183.446169614648
Black or African American	M	2006	Not Hispanic or Latino	246.938379228049	20551	11449862	179.486879405184
Black or African American	M	2007	Not Hispanic or Latino	228.518447829941	19705	11638754	169.305064786145
Black or African American	M	2008	Not Hispanic or Latino	219.485042627266	19378	11837625	163.698376997075
Black or African American	M	2009	Not Hispanic or Latino	207.752101816114	19040	12046014	158.060583359774
