Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	80	8676097	0.922073600606356
Black or African American	Not Hispanic or Latino	20-24 years	M	156	8389814	1.8593975980874
Black or African American	Not Hispanic or Latino	25-29 years	F	175	7926592	2.20775839099578
Black or African American	Not Hispanic or Latino	25-29 years	M	318	7115039	4.46940628153971
Black or African American	Not Hispanic or Latino	30-34 years	F	374	8282403	4.51559770757351
Black or African American	Not Hispanic or Latino	30-34 years	M	736	7381256	9.97120273297661
Black or African American	Not Hispanic or Latino	35-39 years	F	900	8711070	10.331681412272
Black or African American	Not Hispanic or Latino	35-39 years	M	1821	7715075	23.6031406045955
Black or African American	Not Hispanic or Latino	40-44 years	F	2284	8919841	25.605837592845
Black or African American	Not Hispanic or Latino	40-44 years	M	4080	7875106	51.8088264462726
Black or African American	Not Hispanic or Latino	45-49 years	F	3948	8017885	49.2399180083027
Black or African American	Not Hispanic or Latino	45-49 years	M	7638	7015963	108.866024521509
Black or African American	Not Hispanic or Latino	50-54 years	F	6067	6706149	90.4692096760749
Black or African American	Not Hispanic or Latino	50-54 years	M	11781	5744286	205.09076323846
Black or African American	Not Hispanic or Latino	55-59 years	F	7674	4999264	153.50259558207
Black or African American	Not Hispanic or Latino	55-59 years	M	13850	4156066	333.247835813964
Black or African American	Not Hispanic or Latino	60-64 years	F	10058	3867229	260.082865534986
Black or African American	Not Hispanic or Latino	60-64 years	M	15654	3065751	510.608982921314
Black or African American	Not Hispanic or Latino	65-69 years	F	12968	3210945	403.86864303188
Black or African American	Not Hispanic or Latino	65-69 years	M	16947	2409604	703.310585473796
Black or African American	Not Hispanic or Latino	70-74 years	F	16471	2678186	615.005828572026
Black or African American	Not Hispanic or Latino	70-74 years	M	19010	1819341	1044.88383431143
Black or African American	Not Hispanic or Latino	75-79 years	F	21730	2156008	1007.88123235164
Black or African American	Not Hispanic or Latino	75-79 years	M	19817	1295091	1530.1627453206
Black or African American	Not Hispanic or Latino	80-84 years	F	23677	1476427	1603.66885731567
Black or African American	Not Hispanic or Latino	80-84 years	M	17037	756900	2250.89179548157
White	Not Hispanic or Latino	20-24 years	F	122	36938462	0.3302790462689
White	Not Hispanic or Latino	20-24 years	M	330	37753354	0.874094524158039
White	Not Hispanic or Latino	25-29 years	F	279	34509350	0.808476543313624
White	Not Hispanic or Latino	25-29 years	M	845	34904656	2.42088046935629
White	Not Hispanic or Latino	30-34 years	F	814	38604835	2.10854417587849
White	Not Hispanic or Latino	30-34 years	M	2455	39156892	6.26964979753756
White	Not Hispanic or Latino	35-39 years	F	2309	43440670	5.31529555138077
White	Not Hispanic or Latino	35-39 years	M	7175	43663665	16.4324272825014
White	Not Hispanic or Latino	40-44 years	F	5281	48452245	10.8993917619297
White	Not Hispanic or Latino	40-44 years	M	18764	48311247	38.8398171547921
White	Not Hispanic or Latino	45-49 years	F	9287	47311534	19.6294628705127
White	Not Hispanic or Latino	45-49 years	M	35182	46818149	75.1460720926835
White	Not Hispanic or Latino	50-54 years	F	15668	43493384	36.0238697453387
White	Not Hispanic or Latino	50-54 years	M	55533	42574722	130.436553408382
White	Not Hispanic or Latino	55-59 years	F	24584	36757112	66.8822947787628
White	Not Hispanic or Latino	55-59 years	M	73106	35362830	206.731192045433
White	Not Hispanic or Latino	60-64 years	F	35889	29187241	122.961262422851
White	Not Hispanic or Latino	60-64 years	M	88800	27218622	326.247228827381
White	Not Hispanic or Latino	65-69 years	F	52989	24799533	213.669346112284
White	Not Hispanic or Latino	65-69 years	M	108166	22098581	489.470342009743
White	Not Hispanic or Latino	70-74 years	F	88549	23460678	377.435809826127
White	Not Hispanic or Latino	70-74 years	M	149500	19349766	772.619162422946
White	Not Hispanic or Latino	75-79 years	F	149032	21842200	682.31222129639
White	Not Hispanic or Latino	75-79 years	M	198500	15867124	1251.01436151882
White	Not Hispanic or Latino	80-84 years	F	223111	17051768	1308.43323695232
White	Not Hispanic or Latino	80-84 years	M	221025	10469073	2111.2184431229
