Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2000	10	1361689	0.734382079902239
Black or African American	Not Hispanic or Latino	20-24 years	F	2001	19	1420272	1.33777191974495
Black or African American	Not Hispanic or Latino	20-24 years	F	2002	14	1452733	0.96370083146731
Black or African American	Not Hispanic or Latino	20-24 years	F	2003	15	1474407	1.01735816501142
Black or African American	Not Hispanic or Latino	20-24 years	F	2004	11	1483898	0.741290843440722
Black or African American	Not Hispanic or Latino	20-24 years	F	2005	11	1483098	0.741690704188125
Black or African American	Not Hispanic or Latino	20-24 years	M	2000	13	1288774	1.00871060403143
Black or African American	Not Hispanic or Latino	20-24 years	M	2001	32	1354373	2.36271691771765
Black or African American	Not Hispanic or Latino	20-24 years	M	2002	22	1397013	1.5747884951679
Black or African American	Not Hispanic or Latino	20-24 years	M	2003	29	1426855	2.03244197903781
Black or African American	Not Hispanic or Latino	20-24 years	M	2004	34	1455519	2.33593652848228
Black or African American	Not Hispanic or Latino	20-24 years	M	2005	26	1467280	1.77198626029115
Black or African American	Not Hispanic or Latino	25-29 years	F	2000	23	1345107	1.70990114541074
Black or African American	Not Hispanic or Latino	25-29 years	F	2001	27	1304639	2.06953801013154
Black or African American	Not Hispanic or Latino	25-29 years	F	2002	27	1293736	2.08697910547438
Black or African American	Not Hispanic or Latino	25-29 years	F	2003	29	1295263	2.23892753826829
Black or African American	Not Hispanic or Latino	25-29 years	F	2004	44	1324683	3.32154938200309
Black or African American	Not Hispanic or Latino	25-29 years	F	2005	25	1363164	1.83396862006332
Black or African American	Not Hispanic or Latino	25-29 years	M	2000	55	1217250	4.51838159786404
Black or African American	Not Hispanic or Latino	25-29 years	M	2001	55	1176367	4.67541166999754
Black or African American	Not Hispanic or Latino	25-29 years	M	2002	42	1161423	3.61625350970318
Black or African American	Not Hispanic or Latino	25-29 years	M	2003	49	1156545	4.23675689229559
Black or African American	Not Hispanic or Latino	25-29 years	M	2004	52	1184157	4.39130959830495
Black or African American	Not Hispanic or Latino	25-29 years	M	2005	65	1219297	5.33094069779553
Black or African American	Not Hispanic or Latino	30-34 years	F	2000	71	1384892	5.12675356634308
Black or African American	Not Hispanic or Latino	30-34 years	F	2001	64	1388476	4.60937027359493
Black or African American	Not Hispanic or Latino	30-34 years	F	2002	66	1393457	4.73642171950767
Black or African American	Not Hispanic or Latino	30-34 years	F	2003	58	1388044	4.17854189060289
Black or African American	Not Hispanic or Latino	30-34 years	F	2004	65	1376595	4.72179544455704
Black or African American	Not Hispanic or Latino	30-34 years	F	2005	50	1350939	3.70112936261371
Black or African American	Not Hispanic or Latino	30-34 years	M	2000	111	1243849	8.92391279005731
Black or African American	Not Hispanic or Latino	30-34 years	M	2001	135	1241242	10.8762030289017
Black or African American	Not Hispanic or Latino	30-34 years	M	2002	112	1243774	9.00485136367218
Black or African American	Not Hispanic or Latino	30-34 years	M	2003	129	1233902	10.4546390231963
Black or African American	Not Hispanic or Latino	30-34 years	M	2004	137	1222155	11.2097074430003
Black or African American	Not Hispanic or Latino	30-34 years	M	2005	112	1196334	9.36193404183113
Black or African American	Not Hispanic or Latino	35-39 years	F	2000	165	1505402	10.9605274870101
Black or African American	Not Hispanic or Latino	35-39 years	F	2001	155	1491812	10.3900491482841
Black or African American	Not Hispanic or Latino	35-39 years	F	2002	158	1467701	10.7651354056446
Black or African American	Not Hispanic or Latino	35-39 years	F	2003	151	1440844	10.4799686850207
Black or African American	Not Hispanic or Latino	35-39 years	F	2004	126	1408319	8.94683661869221
Black or African American	Not Hispanic or Latino	35-39 years	F	2005	145	1396992	10.3794438336082
Black or African American	Not Hispanic or Latino	35-39 years	M	2000	304	1333184	22.8025538860352
Black or African American	Not Hispanic or Latino	35-39 years	M	2001	333	1322748	25.1748632392565
Black or African American	Not Hispanic or Latino	35-39 years	M	2002	320	1298817	24.637805017951
Black or African American	Not Hispanic or Latino	35-39 years	M	2003	285	1273108	22.3861604828498
Black or African American	Not Hispanic or Latino	35-39 years	M	2004	260	1248378	20.8270251478318
Black or African American	Not Hispanic or Latino	35-39 years	M	2005	319	1238840	25.7498950631236
