Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2020	5	1610597	0.310443891302418
Black or African American	Not Hispanic or Latino	20-24 years	F	2021	16	1607120	0.995569714769277
Black or African American	Not Hispanic or Latino	20-24 years	F	2022	14	1686424	0.830158963582112
Black or African American	Not Hispanic or Latino	20-24 years	M	2020	15	1652385	0.907778756161548
Black or African American	Not Hispanic or Latino	20-24 years	M	2021	22	1642560	1.33937268653809
Black or African American	Not Hispanic or Latino	20-24 years	M	2022	30	1718441	1.74576840287214
Black or African American	Not Hispanic or Latino	25-29 years	F	2020	34	1789798	1.89965571533771
Black or African American	Not Hispanic or Latino	25-29 years	F	2021	35	1717789	2.0375028597808
Black or African American	Not Hispanic or Latino	25-29 years	F	2022	27	1673395	1.61348635558251
Black or African American	Not Hispanic or Latino	25-29 years	M	2020	67	1830579	3.66004417181668
Black or African American	Not Hispanic or Latino	25-29 years	M	2021	65	1736416	3.74334260914435
Black or African American	Not Hispanic or Latino	25-29 years	M	2022	80	1704656	4.69302897476089
Black or African American	Not Hispanic or Latino	30-34 years	F	2020	85	1669692	5.0907592538025
Black or African American	Not Hispanic or Latino	30-34 years	F	2021	94	1727635	5.44096409253112
Black or African American	Not Hispanic or Latino	30-34 years	F	2022	82	1766776	4.64122220360702
Black or African American	Not Hispanic or Latino	30-34 years	M	2020	154	1617245	9.52236674096998
Black or African American	Not Hispanic or Latino	30-34 years	M	2021	196	1678798	11.6750198654037
Black or African American	Not Hispanic or Latino	30-34 years	M	2022	168	1739488	9.6580143122574
Black or African American	Not Hispanic or Latino	35-39 years	F	2020	155	1502992	10.3127628091167
Black or African American	Not Hispanic or Latino	35-39 years	F	2021	166	1528319	10.8616067718847
Black or African American	Not Hispanic or Latino	35-39 years	F	2022	156	1533513	10.1727210659447
Black or African American	Not Hispanic or Latino	35-39 years	M	2020	314	1383849	22.6903368792404
Black or African American	Not Hispanic or Latino	35-39 years	M	2021	332	1434313	23.1469700128215
Black or African American	Not Hispanic or Latino	35-39 years	M	2022	352	1453787	24.2126253708418
Black or African American	Not Hispanic or Latino	40-44 years	F	2020	316	1414368	22.3421344374307
Black or African American	Not Hispanic or Latino	40-44 years	F	2021	319	1459174	21.8616833907402
Black or African American	Not Hispanic or Latino	40-44 years	F	2022	318	1472391	21.5975240272455
Black or African American	Not Hispanic or Latino	40-44 years	M	2020	599	1265505	47.3328829202571
Black or African American	Not Hispanic or Latino	40-44 years	M	2021	670	1329536	50.3935207470877
Black or African American	Not Hispanic or Latino	40-44 years	M	2022	632	1354606	46.6556327079608
Black or African American	Not Hispanic or Latino	45-49 years	F	2020	527	1375619	38.3100262500009
Black or African American	Not Hispanic or Latino	45-49 years	F	2021	476	1349300	35.2775513229082
Black or African American	Not Hispanic or Latino	45-49 years	F	2022	431	1334539	32.2957965259914
Black or African American	Not Hispanic or Latino	45-49 years	M	2020	1035	1207681	85.7014393701648
Black or African American	Not Hispanic or Latino	45-49 years	M	2021	1048	1208836	86.6949693754984
Black or African American	Not Hispanic or Latino	45-49 years	M	2022	970	1200224	80.8182472605114
Black or African American	Not Hispanic or Latino	50-54 years	F	2020	790	1370203	57.6556904341911
Black or African American	Not Hispanic or Latino	50-54 years	F	2021	824	1385068	59.4916639471853
Black or African American	Not Hispanic or Latino	50-54 years	F	2022	750	1380503	54.3280239159205
Black or African American	Not Hispanic or Latino	50-54 years	M	2020	1796	1200964	149.546530953467
Black or African American	Not Hispanic or Latino	50-54 years	M	2021	1789	1241322	144.120542453932
Black or African American	Not Hispanic or Latino	50-54 years	M	2022	1601	1242380	128.865564481077
Black or African American	Not Hispanic or Latino	55-59 years	F	2020	1387	1421662	97.5618677294603
Black or African American	Not Hispanic or Latino	55-59 years	F	2021	1421	1417403	100.253773979595
Black or African American	Not Hispanic or Latino	55-59 years	F	2022	1206	1384021	87.1374061520743
Black or African American	Not Hispanic or Latino	55-59 years	M	2020	2817	1221168	230.680790849416
Black or African American	Not Hispanic or Latino	55-59 years	M	2021	2791	1245183	224.143760395058
Black or African American	Not Hispanic or Latino	55-59 years	M	2022	2456	1217698	201.692045154053
Black or African American	Not Hispanic or Latino	60-64 years	F	2020	2043	1329313	153.688408975162
Black or African American	Not Hispanic or Latino	60-64 years	F	2021	2027	1343674	150.855043708519
Black or African American	Not Hispanic or Latino	60-64 years	F	2022	1917	1339506	143.112460862437
Black or African American	Not Hispanic or Latino	60-64 years	M	2020	3989	1102596	361.78255680231
Black or African American	Not Hispanic or Latino	60-64 years	M	2021	4016	1145296	350.651709252455
Black or African American	Not Hispanic or Latino	60-64 years	M	2022	3761	1142395	329.220628591687
Black or African American	Not Hispanic or Latino	65-69 years	F	2020	2460	1077483	228.309866605784
Black or African American	Not Hispanic or Latino	65-69 years	F	2021	2418	1106116	218.602750525261
Black or African American	Not Hispanic or Latino	65-69 years	F	2022	2278	1131633	201.302012224811
Black or African American	Not Hispanic or Latino	65-69 years	M	2020	4127	827816	498.540738521604
Black or African American	Not Hispanic or Latino	65-69 years	M	2021	4178	874172	477.937980168662
Black or African American	Not Hispanic or Latino	65-69 years	M	2022	4226	897110	471.068207912073
Black or African American	Not Hispanic or Latino	70-74 years	F	2020	2617	806836	324.353400195331
Black or African American	Not Hispanic or Latino	70-74 years	F	2021	2571	849704	302.575955862277
Black or African American	Not Hispanic or Latino	70-74 years	F	2022	2547	869073	293.070892778858
Black or African American	Not Hispanic or Latino	70-74 years	M	2020	3823	586258	652.101975580717
Black or African American	Not Hispanic or Latino	70-74 years	M	2021	4005	624975	640.825633025321
Black or African American	Not Hispanic or Latino	70-74 years	M	2022	3929	629514	624.132267113996
Black or African American	Not Hispanic or Latino	75-79 years	F	2020	2626	526453	498.809960243365
Black or African American	Not Hispanic or Latino	75-79 years	F	2021	2531	520718	486.059633045142
Black or African American	Not Hispanic or Latino	75-79 years	F	2022	2439	560885	434.848498355278
Black or African American	Not Hispanic or Latino	75-79 years	M	2020	3073	349269	879.83760368083
Black or African American	Not Hispanic or Latino	75-79 years	M	2021	2970	350902	846.390160215673
Black or African American	Not Hispanic or Latino	75-79 years	M	2022	2996	375396	798.090549712837
Black or African American	Not Hispanic or Latino	80-84 years	F	2020	2741	351927	778.85470566339
Black or African American	Not Hispanic or Latino	80-84 years	F	2021	2490	342321	727.387452128266
Black or African American	Not Hispanic or Latino	80-84 years	F	2022	2408	358127	672.387169914583
Black or African American	Not Hispanic or Latino	80-84 years	M	2020	2619	207884	1259.83721690943
Black or African American	Not Hispanic or Latino	80-84 years	M	2021	2298	204075	1126.0565968394
Black or African American	Not Hispanic or Latino	80-84 years	M	2022	2408	208099	1157.14155281861
White	Not Hispanic or Latino	20-24 years	F	2020	11	5765196	0.190800104627839
White	Not Hispanic or Latino	20-24 years	F	2021	15	5730106	0.261775262098118
White	Not Hispanic or Latino	20-24 years	F	2022	15	5967075	0.251379444702807
White	Not Hispanic or Latino	20-24 years	M	2020	33	6061187	0.544447811954985
White	Not Hispanic or Latino	20-24 years	M	2021	44	6001147	0.733193171238765
White	Not Hispanic or Latino	20-24 years	M	2022	32	6292806	0.508517186132863
White	Not Hispanic or Latino	25-29 years	F	2020	34	6213978	0.547153530315041
White	Not Hispanic or Latino	25-29 years	F	2021	44	6003840	0.732864300181217
White	Not Hispanic or Latino	25-29 years	F	2022	42	5868424	0.715694707812523
White	Not Hispanic or Latino	25-29 years	M	2020	122	6520510	1.87101929143579
White	Not Hispanic or Latino	25-29 years	M	2021	115	6237780	1.8436046157447
White	Not Hispanic or Latino	25-29 years	M	2022	127	6201789	2.04779620848113
White	Not Hispanic or Latino	30-34 years	F	2020	82	6341955	1.29297669251832
White	Not Hispanic or Latino	30-34 years	F	2021	122	6387735	1.9099101637748
White	Not Hispanic or Latino	30-34 years	F	2022	85	6330447	1.34271718884938
White	Not Hispanic or Latino	30-34 years	M	2020	337	6506642	5.17932291341678
White	Not Hispanic or Latino	30-34 years	M	2021	309	6522206	4.73766084665219
White	Not Hispanic or Latino	30-34 years	M	2022	286	6545730	4.3692605713954
White	Not Hispanic or Latino	35-39 years	F	2020	261	6204534	4.20660117262634
White	Not Hispanic or Latino	35-39 years	F	2021	263	6278072	4.18918419540266
White	Not Hispanic or Latino	35-39 years	F	2022	258	6202729	4.15945948952469
White	Not Hispanic or Latino	35-39 years	M	2020	760	6278993	12.1038516844978
White	Not Hispanic or Latino	35-39 years	M	2021	704	6440962	10.9300443008358
White	Not Hispanic or Latino	35-39 years	M	2022	693	6423800	10.7880070986021
White	Not Hispanic or Latino	40-44 years	F	2020	555	5799848	9.56921629670295
White	Not Hispanic or Latino	40-44 years	F	2021	568	5985407	9.48974731375828
White	Not Hispanic or Latino	40-44 years	F	2022	562	6021800	9.33275764721512
White	Not Hispanic or Latino	40-44 years	M	2020	1593	5855872	27.2034634636823
White	Not Hispanic or Latino	40-44 years	M	2021	1761	6136616	28.6965976036304
White	Not Hispanic or Latino	40-44 years	M	2022	1460	6240474	23.3956587272057
White	Not Hispanic or Latino	45-49 years	F	2020	1101	5914090	18.6165580841685
White	Not Hispanic or Latino	45-49 years	F	2021	1135	5707123	19.8874283943066
White	Not Hispanic or Latino	45-49 years	F	2022	988	5570736	17.7355379971336
White	Not Hispanic or Latino	45-49 years	M	2020	3131	5930598	52.7940015492536
White	Not Hispanic or Latino	45-49 years	M	2021	3031	5833025	51.9627466023204
White	Not Hispanic or Latino	45-49 years	M	2022	2847	5755089	49.4692610314106
White	Not Hispanic or Latino	50-54 years	F	2020	2095	6501091	32.2253603279819
White	Not Hispanic or Latino	50-54 years	F	2021	2144	6519637	32.8852664649888
White	Not Hispanic or Latino	50-54 years	F	2022	1942	6358402	30.542265179207
White	Not Hispanic or Latino	50-54 years	M	2020	6342	6446345	98.3813308161447
White	Not Hispanic or Latino	50-54 years	M	2021	6297	6642883	94.7931794071941
White	Not Hispanic or Latino	50-54 years	M	2022	5885	6557929	89.7386964695714
White	Not Hispanic or Latino	55-59 years	F	2020	4064	7450226	54.5486808051192
White	Not Hispanic or Latino	55-59 years	F	2021	4029	7236990	55.6723168057438
White	Not Hispanic or Latino	55-59 years	F	2022	3783	6904503	54.7903303105234
White	Not Hispanic or Latino	55-59 years	M	2020	11489	7199900	159.57166071751
White	Not Hispanic or Latino	55-59 years	M	2021	11144	7170652	155.411251306018
White	Not Hispanic or Latino	55-59 years	M	2022	10255	6905917	148.495847835993
White	Not Hispanic or Latino	60-64 years	F	2020	6371	7604662	83.7775564515556
White	Not Hispanic or Latino	60-64 years	F	2021	6631	7616608	87.0597515324407
White	Not Hispanic or Latino	60-64 years	F	2022	6559	7493768	87.5260616554983
White	Not Hispanic or Latino	60-64 years	M	2020	17136	7179085	238.693371091163
White	Not Hispanic or Latino	60-64 years	M	2021	17429	7387407	235.928519980015
White	Not Hispanic or Latino	60-64 years	M	2022	16516	7299922	226.248992797457
White	Not Hispanic or Latino	65-69 years	F	2020	8339	6898198	120.886643149414
White	Not Hispanic or Latino	65-69 years	F	2021	8781	6968490	126.01008252864
White	Not Hispanic or Latino	65-69 years	F	2022	8758	6998820	125.135379964051
White	Not Hispanic or Latino	65-69 years	M	2020	20265	6293104	322.019149850376
White	Not Hispanic or Latino	65-69 years	M	2021	20721	6512384	318.178412083808
White	Not Hispanic or Latino	65-69 years	M	2022	20630	6561101	314.428935021729
White	Not Hispanic or Latino	70-74 years	F	2020	11481	5924967	193.773231142047
White	Not Hispanic or Latino	70-74 years	F	2021	11770	6097584	193.027271129024
White	Not Hispanic or Latino	70-74 years	F	2022	11772	6005494	196.020510552504
White	Not Hispanic or Latino	70-74 years	M	2020	23054	5275819	436.97480902965
White	Not Hispanic or Latino	70-74 years	M	2021	24224	5505091	440.029056740388
