Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	36	4904141	0.734073510529163
Black or African American	Not Hispanic or Latino	20-24 years	M	66	5013386	1.31647553170652
Black or African American	Not Hispanic or Latino	25-29 years	F	98	5180982	1.89153330391806
Black or African American	Not Hispanic or Latino	25-29 years	M	211	5271651	4.00254113938878
Black or African American	Not Hispanic or Latino	30-34 years	F	259	5164103	5.01539183087557
Black or African American	Not Hispanic or Latino	30-34 years	M	518	5035531	10.2868992366446
Black or African American	Not Hispanic or Latino	35-39 years	F	477	4564824	10.4494718744907
Black or African American	Not Hispanic or Latino	35-39 years	M	998	4271949	23.3617021176985
Black or African American	Not Hispanic or Latino	40-44 years	F	953	4345933	21.9285479090451
Black or African American	Not Hispanic or Latino	40-44 years	M	1901	3949647	48.13088359542
Black or African American	Not Hispanic or Latino	45-49 years	F	1434	4059458	35.324912833191
Black or African American	Not Hispanic or Latino	45-49 years	M	3053	3616741	84.4130116035403
Black or African American	Not Hispanic or Latino	50-54 years	F	2364	4135774	57.1597964492257
Black or African American	Not Hispanic or Latino	50-54 years	M	5186	3684666	140.745456983075
Black or African American	Not Hispanic or Latino	55-59 years	F	4014	4223086	95.0489760331663
Black or African American	Not Hispanic or Latino	55-59 years	M	8064	3684049	218.88959674532
Black or African American	Not Hispanic or Latino	60-64 years	F	5987	4012493	149.208983043709
Black or African American	Not Hispanic or Latino	60-64 years	M	11766	3390287	347.050264476134
Black or African American	Not Hispanic or Latino	65-69 years	F	7156	3315232	215.852163589155
Black or African American	Not Hispanic or Latino	65-69 years	M	12531	2599098	482.128800068331
Black or African American	Not Hispanic or Latino	70-74 years	F	7735	2525613	306.262281671816
Black or African American	Not Hispanic or Latino	70-74 years	M	11757	1840747	638.708089704886
Black or African American	Not Hispanic or Latino	75-79 years	F	7596	1608056	472.371608948942
Black or African American	Not Hispanic or Latino	75-79 years	M	9039	1075567	840.393950353627
Black or African American	Not Hispanic or Latino	80-84 years	F	7639	1052375	725.881933721345
Black or African American	Not Hispanic or Latino	80-84 years	M	7325	620058	1181.34110034868
White	Not Hispanic or Latino	20-24 years	F	41	17462377	0.234790486999565
White	Not Hispanic or Latino	20-24 years	M	108	18355140	0.5883910446883
White	Not Hispanic or Latino	25-29 years	F	122	18086242	0.674545878574443
White	Not Hispanic or Latino	25-29 years	M	364	18960079	1.91982322436526
White	Not Hispanic or Latino	30-34 years	F	286	19060137	1.50051387353617
White	Not Hispanic or Latino	30-34 years	M	931	19574578	4.75616894525134
White	Not Hispanic or Latino	35-39 years	F	783	18685335	4.19045203096439
White	Not Hispanic or Latino	35-39 years	M	2157	19143755	11.2673819739126
White	Not Hispanic or Latino	40-44 years	F	1686	17807055	9.46815742412207
White	Not Hispanic or Latino	40-44 years	M	4814	18232962	26.4027314925573
White	Not Hispanic or Latino	45-49 years	F	3224	17191949	18.752963960049
White	Not Hispanic or Latino	45-49 years	M	9009	17518712	51.4250134370609
White	Not Hispanic or Latino	50-54 years	F	6181	19379130	31.8951366753822
White	Not Hispanic or Latino	50-54 years	M	18524	19647157	94.2833612008089
White	Not Hispanic or Latino	55-59 years	F	11876	21591719	55.0025683457626
White	Not Hispanic or Latino	55-59 years	M	32888	21276469	154.57452080042
White	Not Hispanic or Latino	60-64 years	F	19561	22715038	86.1147579854368
White	Not Hispanic or Latino	60-64 years	M	51081	21866414	233.604833421703
White	Not Hispanic or Latino	65-69 years	F	25878	20865508	124.022861077717
White	Not Hispanic or Latino	65-69 years	M	61616	19366589	318.156181245959
White	Not Hispanic or Latino	70-74 years	F	35023	18028045	194.269539486949
White	Not Hispanic or Latino	70-74 years	M	70694	16170216	437.18649151007
White	Not Hispanic or Latino	75-79 years	F	41769	12888425	324.081491726103
White	Not Hispanic or Latino	75-79 years	M	73565	10931589	672.95797527697
White	Not Hispanic or Latino	80-84 years	F	48997	8500853	576.377452945016
White	Not Hispanic or Latino	80-84 years	M	71899	6501879	1105.81879484377
