Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	91	11969123	0.760289621887919
Black or African American	Not Hispanic or Latino	20-24 years	M	167	12294588	1.35832123858075
Black or African American	Not Hispanic or Latino	25-29 years	F	190	11831236	1.60591843489556
Black or African American	Not Hispanic or Latino	25-29 years	M	424	11677662	3.63086378078078
Black or African American	Not Hispanic or Latino	30-34 years	F	457	10613254	4.30593670894902
Black or African American	Not Hispanic or Latino	30-34 years	M	975	9919714	9.82891240614397
Black or African American	Not Hispanic or Latino	35-39 years	F	919	10047903	9.14618702031658
Black or African American	Not Hispanic or Latino	35-39 years	M	1869	9077463	20.5894532426075
Black or African American	Not Hispanic or Latino	40-44 years	F	1670	9642630	17.3189264754533
Black or African American	Not Hispanic or Latino	40-44 years	M	3541	8557976	41.37660587036
Black or African American	Not Hispanic or Latino	45-49 years	F	3102	9848302	31.4978155625203
Black or African American	Not Hispanic or Latino	45-49 years	M	6394	8719974	73.3259067056851
Black or African American	Not Hispanic or Latino	50-54 years	F	5779	10074416	57.3631265574104
Black or African American	Not Hispanic or Latino	50-54 years	M	11396	8859436	128.631213093023
Black or African American	Not Hispanic or Latino	55-59 years	F	9174	9780084	93.8028753127274
Black or African American	Not Hispanic or Latino	55-59 years	M	18058	8407986	214.772003664135
Black or African American	Not Hispanic or Latino	60-64 years	F	12114	8347902	145.114305366786
Black or African American	Not Hispanic or Latino	60-64 years	M	22396	6828337	327.986155340605
Black or African American	Not Hispanic or Latino	65-69 years	F	13677	6463659	211.598415077281
Black or African American	Not Hispanic or Latino	65-69 years	M	22506	4991564	450.880725960841
Black or African American	Not Hispanic or Latino	70-74 years	F	14433	4495475	321.056173151892
Black or African American	Not Hispanic or Latino	70-74 years	M	19819	3253993	609.067075436241
Black or African American	Not Hispanic or Latino	75-79 years	F	15543	3167907	490.639403240057
Black or African American	Not Hispanic or Latino	75-79 years	M	17890	2083749	858.548702362905
Black or African American	Not Hispanic or Latino	80-84 years	F	17318	2195297	788.868203254503
Black or African American	Not Hispanic or Latino	80-84 years	M	15558	1252239	1242.41458699178
White	Not Hispanic or Latino	20-24 years	F	114	42508943	0.268178862974786
White	Not Hispanic or Latino	20-24 years	M	320	44740216	0.715240176757305
White	Not Hispanic or Latino	25-29 years	F	323	44357865	0.728168499543429
White	Not Hispanic or Latino	25-29 years	M	782	45869026	1.70485416455104
White	Not Hispanic or Latino	30-34 years	F	787	43518467	1.80842767278544
White	Not Hispanic or Latino	30-34 years	M	2260	44373752	5.09310098456403
White	Not Hispanic or Latino	35-39 years	F	1776	41580520	4.27123085521778
White	Not Hispanic or Latino	35-39 years	M	4913	42151917	11.655460414766
White	Not Hispanic or Latino	40-44 years	F	4093	41288694	9.91312537034957
White	Not Hispanic or Latino	40-44 years	M	11237	41648573	26.9805162352141
White	Not Hispanic or Latino	45-49 years	F	8305	45787793	18.1380220706423
White	Not Hispanic or Latino	45-49 years	M	24197	45806176	52.8247544610578
White	Not Hispanic or Latino	50-54 years	F	16857	51228757	32.9053465029417
White	Not Hispanic or Latino	50-54 years	M	49262	50377945	97.784854066596
White	Not Hispanic or Latino	55-59 years	F	28453	54601071	52.1106994403095
White	Not Hispanic or Latino	55-59 years	M	81790	52712508	155.162414203475
White	Not Hispanic or Latino	60-64 years	F	41202	51261435	80.3762126440666
White	Not Hispanic or Latino	60-64 years	M	110074	48293904	227.925247045673
White	Not Hispanic or Latino	65-69 years	F	55198	45039876	122.553623371432
White	Not Hispanic or Latino	65-69 years	M	129663	41449826	312.819165996016
White	Not Hispanic or Latino	70-74 years	F	70291	35087001	200.333451126245
White	Not Hispanic or Latino	70-74 years	M	139972	31094416	450.151564190818
White	Not Hispanic or Latino	75-79 years	F	87527	25568699	342.320897907242
White	Not Hispanic or Latino	75-79 years	M	147108	21164051	695.08432010488
White	Not Hispanic or Latino	80-84 years	F	121776	18944368	642.808458957301
White	Not Hispanic or Latino	80-84 years	M	165111	14025993	1177.17868531661
