Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2013	12	1770138	0.677913247441725
Black or African American	Not Hispanic or Latino	20-24 years	F	2014	11	1785941	0.615921802567946
Black or African American	Not Hispanic or Latino	20-24 years	F	2015	16	1762150	0.907981726867747
Black or African American	Not Hispanic or Latino	20-24 years	F	2016	12	1714649	0.699851689762744
Black or African American	Not Hispanic or Latino	20-24 years	F	2017	10	1677678	0.5960619379881
Black or African American	Not Hispanic or Latino	20-24 years	F	2018	10	1643358	0.608510135953335
Black or African American	Not Hispanic or Latino	20-24 years	F	2019	20	1615209	1.23822985136908
Black or African American	Not Hispanic or Latino	20-24 years	M	2013	32	1794159	1.78356544765542
Black or African American	Not Hispanic or Latino	20-24 years	M	2014	23	1826372	1.25932723453929
Black or African American	Not Hispanic or Latino	20-24 years	M	2015	34	1815640	1.87261791985195
Black or African American	Not Hispanic or Latino	20-24 years	M	2016	18	1773358	1.01502347523737
Black or African American	Not Hispanic or Latino	20-24 years	M	2017	20	1733291	1.1538743350078
Black or African American	Not Hispanic or Latino	20-24 years	M	2018	22	1691428	1.30067611509328
Black or African American	Not Hispanic or Latino	20-24 years	M	2019	18	1660340	1.0841153016852
Black or African American	Not Hispanic or Latino	25-29 years	F	2013	37	1510526	2.44947786400234
Black or African American	Not Hispanic or Latino	25-29 years	F	2014	16	1571068	1.01841549824705
Black or African American	Not Hispanic or Latino	25-29 years	F	2015	35	1639497	2.13480110058146
Black or African American	Not Hispanic or Latino	25-29 years	F	2016	24	1707945	1.40519747415754
Black or African American	Not Hispanic or Latino	25-29 years	F	2017	24	1773228	1.35346385236416
Black or African American	Not Hispanic or Latino	25-29 years	F	2018	30	1811064	1.65648480672135
Black or African American	Not Hispanic or Latino	25-29 years	F	2019	24	1817908	1.32019882194258
Black or African American	Not Hispanic or Latino	25-29 years	M	2013	65	1442576	4.50582846241723
Black or African American	Not Hispanic or Latino	25-29 years	M	2014	57	1517010	3.75739118397374
Black or African American	Not Hispanic or Latino	25-29 years	M	2015	62	1599040	3.8773263958375
Black or African American	Not Hispanic or Latino	25-29 years	M	2016	49	1683093	2.91130674300232
Black or African American	Not Hispanic or Latino	25-29 years	M	2017	61	1765639	3.4548398625087
Black or African American	Not Hispanic or Latino	25-29 years	M	2018	62	1824430	3.39832166758933
Black or African American	Not Hispanic or Latino	25-29 years	M	2019	68	1845874	3.68389174992443
Black or African American	Not Hispanic or Latino	30-34 years	F	2013	61	1470609	4.14794143106699
Black or African American	Not Hispanic or Latino	30-34 years	F	2014	66	1484560	4.4457617071725
Black or African American	Not Hispanic or Latino	30-34 years	F	2015	71	1487728	4.77237774646979
Black or African American	Not Hispanic or Latino	30-34 years	F	2016	64	1498513	4.27090055274796
Black or African American	Not Hispanic or Latino	30-34 years	F	2017	54	1519870	3.55293544842651
Black or African American	Not Hispanic or Latino	30-34 years	F	2018	67	1549097	4.32510036492227
Black or African American	Not Hispanic or Latino	30-34 years	F	2019	74	1602877	4.61669859883197
Black or African American	Not Hispanic or Latino	30-34 years	M	2013	144	1341923	10.7308690588059
Black or African American	Not Hispanic or Latino	30-34 years	M	2014	140	1362152	10.2778544538348
Black or African American	Not Hispanic or Latino	30-34 years	M	2015	113	1374657	8.22023239251683
Black or African American	Not Hispanic or Latino	30-34 years	M	2016	144	1397545	10.3037827046714
Black or African American	Not Hispanic or Latino	30-34 years	M	2017	144	1431359	10.060369201577
