Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2000	10	1361689	0.734382079902239
Black or African American	Not Hispanic or Latino	20-24 years	F	2001	19	1420272	1.33777191974495
Black or African American	Not Hispanic or Latino	20-24 years	F	2002	14	1452733	0.96370083146731
Black or African American	Not Hispanic or Latino	20-24 years	F	2003	15	1474407	1.01735816501142
Black or African American	Not Hispanic or Latino	20-24 years	F	2004	11	1483898	0.741290843440722
Black or African American	Not Hispanic or Latino	20-24 years	F	2005	11	1483098	0.741690704188125
Black or African American	Not Hispanic or Latino	20-24 years	F	2006	17	1487479	1.14287327753871
Black or African American	Not Hispanic or Latino	20-24 years	F	2007	16	1498025	1.06807296273427
Black or African American	Not Hispanic or Latino	20-24 years	F	2008	12	1519892	0.789529782379274
Black or African American	Not Hispanic or Latino	20-24 years	F	2009	14	1554094	0.900846409547942
Black or African American	Not Hispanic or Latino	20-24 years	F	2010	13	1587829	0.818727961260312
Black or African American	Not Hispanic or Latino	20-24 years	F	2011	13	1671217	0.777876242283318
Black or African American	Not Hispanic or Latino	20-24 years	F	2012	12	1731526	0.693030309680594
Black or African American	Not Hispanic or Latino	20-24 years	F	2013	12	1770138	0.677913247441725
Black or African American	Not Hispanic or Latino	20-24 years	F	2014	11	1785941	0.615921802567946
Black or African American	Not Hispanic or Latino	20-24 years	F	2015	16	1762150	0.907981726867747
Black or African American	Not Hispanic or Latino	20-24 years	F	2016	12	1714649	0.699851689762744
Black or African American	Not Hispanic or Latino	20-24 years	F	2017	10	1677678	0.5960619379881
Black or African American	Not Hispanic or Latino	20-24 years	F	2018	10	1643358	0.608510135953335
Black or African American	Not Hispanic or Latino	20-24 years	F	2019	20	1615209	1.23822985136908
Black or African American	Not Hispanic or Latino	20-24 years	F	2020	1	1610597	0.0620887782604835
Black or African American	Not Hispanic or Latino	20-24 years	F	2021	16	1607120	0.995569714769277
Black or African American	Not Hispanic or Latino	20-24 years	F	2022	14	1686424	0.830158963582112
Black or African American	Not Hispanic or Latino	20-24 years	F	2023	8	1603843	0.498801940090146
Black or African American	Not Hispanic or Latino	20-24 years	M	2000	13	1288774	1.00871060403143
Black or African American	Not Hispanic or Latino	20-24 years	M	2001	32	1354373	2.36271691771765
Black or African American	Not Hispanic or Latino	20-24 years	M	2002	22	1397013	1.5747884951679
Black or African American	Not Hispanic or Latino	20-24 years	M	2003	29	1426855	2.03244197903781
Black or African American	Not Hispanic or Latino	20-24 years	M	2004	34	1455519	2.33593652848228
Black or African American	Not Hispanic or Latino	20-24 years	M	2005	26	1467280	1.77198626029115
Black or African American	Not Hispanic or Latino	20-24 years	M	2006	23	1480574	1.55345156675722
Black or African American	Not Hispanic or Latino	20-24 years	M	2007	29	1486497	1.95089529275875
Black or African American	Not Hispanic or Latino	20-24 years	M	2008	39	1497956	2.6035477677582
Black or African American	Not Hispanic or Latino	20-24 years	M	2009	19	1522604	1.24786221499484
Black or African American	Not Hispanic or Latino	20-24 years	M	2010	15	1550237	0.967593987241951
Black or African American	Not Hispanic or Latino	20-24 years	M	2011	26	1654175	1.57178049480859
Black or African American	Not Hispanic or Latino	20-24 years	M	2012	23	1737366	1.3238431050222
Black or African American	Not Hispanic or Latino	20-24 years	M	2013	32	1794159	1.78356544765542
Black or African American	Not Hispanic or Latino	20-24 years	M	2014	23	1826372	1.25932723453929
Black or African American	Not Hispanic or Latino	20-24 years	M	2015	34	1815640	1.87261791985195
Black or African American	Not Hispanic or Latino	20-24 years	M	2016	18	1773358	1.01502347523737
Black or African American	Not Hispanic or Latino	20-24 years	M	2017	20	1733291	1.1538743350078
Black or African American	Not Hispanic or Latino	20-24 years	M	2018	22	1691428	1.30067611509328
Black or African American	Not Hispanic or Latino	20-24 years	M	2019	18	1660340	1.0841153016852
Black or African American	Not Hispanic or Latino	20-24 years	M	2020	15	1652385	0.907778756161548
Black or African American	Not Hispanic or Latino	20-24 years	M	2021	21	1642560	1.27849210987726
Black or African American	Not Hispanic or Latino	20-24 years	M	2022	30	1718441	1.74576840287214
Black or African American	Not Hispanic or Latino	20-24 years	M	2023	24	1626325	1.47571979770341
